UNITID,DVADM01,DVADM02,DVADM03,DVADM04,DVADM05,DVADM06,DVADM07,DVADM08,DVADM09,DVADM10,DVADM11,DVADM12
132657,73,71,75,13,16,11,13,16,11,0,0,0
132842,76,40,78,83,100,82,28,50,27,55,50,55
132903,40,43,38,34,37,30,28,30,27,5,8,3
133492,76,71,78,12,13,12,12,13,12,0,0,0
133526,85,85,85,3,5,2,3,5,2,0,0,0
133553,65,64,67,26,26,26,26,26,26,0,0,0
133650,21,23,19,31,32,30,29,30,28,2,3,2
133669,66,63,68,20,20,20,16,15,17,4,5,4
133711,81,78,82,16,16,16,16,16,16,0,0,0
133809,70,63,76,78,77,79,78,77,79,0,0,0
133845,94,95,94,53,57,53,48,57,48,5,0,5
133854,100,97,100,40,50,39,40,50,39,0,0,0
133863,96,100,95,51,47,51,51,47,51,0,0,0
133881,58,58,57,9,11,8,9,10,8,0,0,0
133951,55,54,55,29,32,27,20,20,19,10,12,8
133979,85,84,86,5,6,4,5,6,4,0,0,0
134079,64,64,65,11,10,11,11,10,11,0,0,0
134097,24,27,22,31,29,32,30,29,32,0,0,1
134130,24,25,23,42,41,43,42,41,43,0,0,0
134945,57,57,57,16,19,14,16,19,14,0,0,0
135081,97,98,97,61,60,62,42,44,42,19,16,20
135364,92,89,100,73,75,67,9,13,0,64,63,67
135726,19,22,16,24,23,26,24,23,25,0,0,0
136172,53,50,55,16,18,15,16,17,15,1,1,1
136215,73,69,75,16,16,16,16,15,16,0,0,0
136330,82,78,84,10,11,9,10,11,9,0,0,0
136774,70,61,73,23,25,23,23,25,23,0,0,0
136950,48,45,49,13,14,13,13,14,13,0,0,0
137032,78,78,80,13,14,12,13,14,12,0,0,0
137272,93,93,,100,100,,100,100,,0,0,
137351,43,43,43,23,24,23,23,23,23,0,1,0
137476,98,98,98,10,16,6,10,16,6,0,0,0
137546,72,68,75,8,8,8,8,8,8,0,0,0
137564,53,52,54,49,54,46,45,49,42,4,4,4
137847,40,49,36,17,18,16,17,18,16,0,0,0
137953,53,54,52,61,65,55,57,60,53,4,5,2
137962,92,86,96,50,50,50,44,42,45,6,8,5
138275,43,45,39,46,46,46,45,45,46,1,1,0
138293,69,72,65,24,29,14,23,28,14,0,1,0
138354,58,58,58,26,27,25,21,21,21,5,7,5
138558,76,75,76,47,50,46,44,47,42,3,3,4
138600,62,,62,16,,16,16,,16,0,,0
138761,46,46,45,36,40,28,35,40,27,0,0,1
138868,44,47,41,83,78,91,40,41,39,43,37,51
138947,64,55,67,6,6,6,6,6,6,0,0,0
139144,64,56,68,15,17,14,15,17,14,0,0,0
139199,88,83,89,9,6,10,9,5,9,0,0,0
139205,96,96,97,27,28,25,25,26,23,2,1,3
139250,98,99,98,30,31,30,26,26,26,4,5,4
139311,68,69,68,40,48,37,34,42,31,6,6,6
139366,99,99,99,32,40,27,30,37,26,2,4,1
139393,87,87,86,40,40,39,40,40,39,0,0,0
139630,74,76,71,64,69,58,64,69,58,0,0,1
139658,11,12,10,40,41,40,40,40,40,0,0,0
139719,66,56,70,23,27,22,22,26,22,1,1,1
139755,14,12,19,46,47,44,46,47,44,0,0,0
139764,75,72,76,31,34,30,30,32,29,2,2,2
139861,78,78,78,36,37,36,36,37,36,0,0,0
139931,88,88,88,28,31,27,27,30,26,1,1,1
139940,55,54,56,23,27,20,22,26,19,1,1,1
139959,38,35,39,38,38,39,38,37,39,0,0,0
139968,86,86,86,36,42,33,30,32,28,6,10,5
140234,62,63,61,25,28,22,25,28,22,0,0,0
140252,93,92,95,42,40,44,41,39,42,1,1,2
140340,94,89,94,69,75,69,40,63,37,29,13,31
140447,69,68,69,13,14,12,12,14,11,0,0,1
140553,44,44,5,27,27,0,27,27,0,0,0,0
140696,88,86,90,18,16,18,18,16,18,0,0,0
140720,95,94,96,4,4,3,4,4,3,0,0,0
140818,93,93,94,15,18,13,14,18,13,0,0,0
140872,62,60,63,29,37,22,29,37,22,0,0,0
140951,83,81,84,26,29,25,25,28,24,1,2,1
140988,96,96,97,33,40,27,33,39,26,0,1,0
141060,25,,25,24,,24,23,,23,0,,0
141167,38,50,18,71,64,100,64,59,89,7,6,11
141185,66,63,68,36,41,35,33,38,32,3,3,3
141237,78,82,75,46,50,43,46,49,43,0,0,0
141264,72,66,75,26,29,25,25,28,24,1,1,1
141325,59,,59,13,,13,13,,13,0,,0
141334,52,47,55,31,38,28,30,37,26,2,2,1
141361,63,61,64,25,30,22,25,30,22,0,0,0
141486,91,94,91,16,21,15,16,21,14,1,0,1
141565,61,62,60,25,29,22,23,28,21,2,2,2
141574,87,85,87,21,28,18,20,26,18,1,1,1
141644,86,84,86,4,5,4,4,5,4,0,0,0
141981,95,96,95,32,35,30,27,29,25,6,6,5
142090,90,90,91,79,89,70,76,89,65,3,0,5
142115,87,86,88,24,24,24,23,23,24,1,1,1
142285,76,72,80,20,22,18,20,21,18,0,0,0
142294,49,48,50,15,17,13,15,17,13,0,0,0
142328,88,84,90,15,15,15,14,13,14,1,1,1
142461,65,61,67,10,12,8,10,12,8,0,0,0
142522,96,96,96,44,41,47,25,22,27,19,19,19
142957,100,100,100,89,100,80,44,0,80,44,100,0
143048,77,72,79,12,13,11,12,13,11,0,0,0
143084,63,59,66,13,16,12,13,16,12,0,0,0
143118,81,80,82,16,14,16,15,14,16,0,0,0
143288,63,60,66,26,31,18,25,31,18,1,1,0
143358,77,74,79,11,13,10,11,13,10,0,0,0
143978,34,20,42,40,100,25,0,0,0,40,100,25
